DrugBank_ID,Name,SMILES,CAS_Number
DB12718,Carlumab,,915404-94-3
DB12719,Turofexorate isopropyl,CC(C)OC(=O)C1=CN(CC(C)(C)C2=C1NC1=CC=CC=C21)C(=O)C1=CC(F)=C(F)C=C1,629664-81-9
DB12720,Nivocasan,CC(C)[C@]1(CC(=NO1)C1=NC=CC2=CC=CC=C12)C(=O)N[C@H]1CC(=O)O[C@]1(O)CF,908253-63-4
DB12721,RO-5028442,CN(C)CCN1C=C(C(=O)N2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=C(Cl)C=C12,920022-47-5
DB12722,N-sulfoglucosamine sulfohydrolase recombinant,,
DB12724,AZD-7295,CCCS(=O)(=O)N1CCN(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C3=CC(NC(=O)C4CC4)=CC=C3OC(F)(F)F)C=C2)CC1,929890-64-2
DB12725,Felcisetrag,COC(=O)N1CCC(CN2CCC(CNC(=O)C3=C4NC(=NC4=CC=C3)C(C)C)CC2)CC1,916075-84-8
DB12726,Monteplase,,156616-23-8
DB12727,Perfosfamide,OO[C@@H]1CCO[P@](=O)(N1)N(CCCl)CCCl,62435-42-1
DB12728,Fenpropidin,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,67306-00-7
DB12729,ASP-3026,COC1=CC(=CC=C1NC1=NC(NC2=CC=CC=C2S(=O)(=O)C(C)C)=NC=N1)N1CCC(CC1)N1CCN(C)CC1,1097917-15-1
DB12730,Dolastatin 10,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C1=NC=CS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,110417-88-4
DB12731,Daporinad,O=C(NCCCCC1CCN(CC1)C(=O)C1=CC=CC=C1)\C=C\C1=CC=CN=C1,658084-64-1
DB12732,Firategrast,CCOCC1=CC(OC)=C(C(OC)=C1)C1=CC=C(C[C@H](NC(=O)C2=C(F)C=CC=C2F)C(O)=O)C=C1,402567-16-2
DB12733,Dipraglurant,FC1=CN2C=C(CCC#CC3=CC=CC=N3)N=C2C=C1,872363-17-2
DB12734,Demcizumab,,1243262-17-0
DB12736,Etanidazole,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,22668-01-5
DB12737,Brontictuzumab,,1447814-75-6
DB12738,Tiplimotide,,178823-49-9
DB12739,Bindarit,CC(C)(OCC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12)C(O)=O,130641-38-2
DB12740,CC-115,CCN1C(=O)CNC2=C1N=C(C=N2)C1=CC=C(N=C1C)C1=NN=CN1,1228013-15-7
DB12741,DTP-348,CC1=NC=C(N1CCNS(N)(=O)=O)N(=O)=O,1383370-92-0
DB12742,Amuvatinib,S=C(NCC1=CC=C2OCOC2=C1)N1CCN(CC1)C1=NC=NC2=C1OC1=C2C=CC=C1,850879-09-3
DB12743,Z-160,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,41332-24-5
DB12744,CGI-1842,COC1=CC=C(Br)C=C1NC(=O)NC1=C2C=CN(CC3=CC=NC(N)=C3)C2=CC=C1,900573-88-8
DB12745,GSK-690693,[H][C@]1(COC2=C3N(CC)C(=NC3=C(N=C2)C#CC(C)(C)O)C2=NON=C2N)CCCNC1,937174-76-0
DB12746,AKN-028,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1,1175017-90-9
DB12747,Tertomotide,,915019-08-8
DB12748,LTX-315,NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O,1345407-05-7
DB12749,Butylphthalide,CCCCC1OC(=O)C2=C1C=CC=C2,6066-49-5
DB12750,N-omega-nitro-L-arginine methyl ester,COC(=O)[C@@H](N)CCCNC(=N)N[N+]([O-])=O,50903-99-6
DB12751,Malic acid,OC(CC(O)=O)C(O)=O,6915-15-7
DB12752,Bucindolol,CC(C)(CC1=CNC2=CC=CC=C12)NCC(O)COC1=CC=CC=C1C#N,71119-11-4
DB12753,Racivir,OCC1OC(CS1)N1C=C(F)C(=N)N=C1O,143491-54-7
DB12754,Iodide,[I-],20461-54-5
DB12755,Zoptarelin doxorubicin,[H]OC[C@H](NC(=O)[C@H](CC1=CN([H])C2=C1C=CC=C2)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O[H])C=C1)C(=O)N[C@H](CCCCNC(=O)CCCC(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@@]2([H])C[C@H](N)[C@H](O)[C@H](C)O2)C2=C(O)C3=C(C(O)=C2C1)C(=O)C1=CC=CC(OC)=C1C3=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,139570-93-7
DB12756,TAK-901,CCS(=O)(=O)C1=CC=CC(=C1)C1=CC(C(=O)NC2CCN(C)CC2)=C(C)C2=C1C1=C(N2)N=CC(C)=C1,934541-31-8
DB12757,Pelitrexol,CC1=C(CC[C@@H]2CNC3=C(C2)C(=O)NC(N)=N3)SC(=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,446022-33-9
DB12758,Atreleuton,C[C@H](C#CC1=CC=C(CC2=CC=C(F)C=C2)S1)N(O)C(N)=O,154355-76-7
DB12759,Suptavumab,,1629615-23-1
DB12760,GW-493838,CC(C)(C)C1=NN=C(O1)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NC3=CC=C(Cl)C=C3F)N=CN=C12,253124-46-8
DB12761,Timcodar,COC1=CC(=CC(OC)=C1OC)C(=O)C(=O)N(C)[C@@H](CC1=CC=C(Cl)C=C1)C(=O)N(CC1=CC=CC=C1)C(CCC1=CC=NC=C1)CCC1=CC=NC=C1,179033-51-3
DB12762,Rabacfosadine,CCOC(=O)[C@H](C)NP(=O)(COCCN1C=NC2=C(NC3CC3)N=C(N)N=C12)N[C@@H](C)C(=O)OCC,859209-74-8
DB12763,MK-1496,C[C@H](N)C1=CC=C(C=C1)[C@H](O)CNC(C)(C)C,1037254-47-9
DB12764,Opaganib,ClC1=CC=C(C=C1)C12CC3CC(CC(C3)(C1)C(=O)NCC1=CC=NC=C1)C2,915385-81-8
DB12765,Methyl isocyanate,CN=C=O,624-83-9
DB12766,Cicletanine,CC1=C(O)C2=C(C=N1)C(OC2)C1=CC=C(Cl)C=C1,89943-82-8
DB12767,Gaxilose,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,14087-31-1
DB12768,BCG vaccine,,
DB12769,Lometrexol,NC1=NC(=O)C2=C(NC[C@H](CCC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C2)N1,106400-81-1
DB12770,Lafutidine,O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=NC=CC(CN2CCCCC2)=C1,118288-08-7
DB00171,ATP,,
DB01345,Potassium cation,,
DB01593,Zinc,,
DB03128,Acetylcholine,,
DB12770,Lafutidine,,
DB12771,Hydroxytyrosol,OCCC1=CC=C(O)C(O)=C1,10597-60-1
DB12773,Sifalimumab,,1006877-41-3
DB12774,AZD-8055,COC1=CC=C(C=C1CO)C1=CC=C2C(=N1)N=C(N=C2N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,1009298-09-2
DB12775,Abituzumab,,1105038-73-0
DB12776,E-6005,CNC1=NC(C2=CC=CC(NC(=O)C3=CC=C(C=C3)C(=O)OC)=C2)=C2C=C(OC)C(OC)=CC2=N1,947620-48-6
DB12777,Veldoreotide,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)CCCNC(=O)CCCN(CC(N)=O)C(=O)[C@H](CC2=CC=CC=C2)NC1=O,252845-37-7
DB12778,Rivipansel,[H][C@@](CC1CCCCC1)(O[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]2C[C@@H](C[C@H](NC(=O)C3=CC(=O)NC(=O)N3)[C@H]2O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)C(=O)NCCNC(=O)COCCOCC(=O)NC2=C3C(=CC(=C2)S(O)(=O)=O)C=C(C=C3S(O)(=O)=O)S(O)(=O)=O)[C@@H]1OC(=O)C1=CC=CC=C1)C(O)=O,927881-99-0
DB12779,Higenamine,OC1=CC=C(CC2NCCC3=C2C=C(O)C(O)=C3)C=C1,5843-65-2
DB12780,Quinfamide,ClC(Cl)C(=O)N1CCCC2=CC(OC(=O)C3=CC=CO3)=CC=C12,62265-68-3
DB12781,Balaglitazone,CN1C(COC2=CC=C(CC3SC(=O)NC3=O)C=C2)=NC2=CC=CC=C2C1=O,199113-98-9
DB12782,SCH-486757,O[C@]1(C[C@@H]2CC[C@H](C1)N2C(C1=CC=CC=C1Cl)C1=CC=CC=C1Cl)C1=NC=CC=N1,524019-25-8
DB12783,Benserazide,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,322-35-0
DB12784,Ilginatinib,C[C@H](NC1=CC(=CC(NC2=CN=CC=N2)=N1)C1=CN(C)N=C1)C1=CC=C(F)C=C1,1239358-86-1
DB12785,Furaprevir,CC(C)OC1=CC=C(C=C1)C1=NC2=C(OC3=C2C=CC=C3)C(O[C@@H]2C[C@@H]3N(C2)C(=O)[C@H](CCCCC\C=C/[C@@H]2C[C@]2(NC3=O)C(=O)NS(=O)(=O)C2(C)CC2)NC(=O)OC2CCCC2)=N1,1435923-88-8
DB12786,Alvircept sudotox,,137487-62-8
DB12787,Norethandrolone,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,52-78-8
DB12788,Glucagon-like peptide II,,223460-79-5
DB12789,Dinoprost,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,551-11-1
DB12791,Laninamivir,[H][C@]1(OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O)[C@H](OC)[C@H](O)CO,203120-17-6
DB12792,Boscalid,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,188425-85-6
DB12793,Condoliase,,9024-13-9
DB12794,p-Quaterphenyl,C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,135-70-6
DB12795,CMX-2043,C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O,910627-26-8
DB12796,MRX-I,FC1=C(N2CCC(=O)C=C2)C(F)=C(F)C(=C1)N1C[C@H](CNC2=NOC=C2)OC1=O,1112968-42-9
DB12797,Ecromeximab,,292819-64-8
DB12798,Relenopride,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CC[C@H](OC(N)=O)C2=CC=C(F)C=C2)CC1,1221416-43-8
DB12799,Laniquidar,COC(=O)C1=CN=C2N1CCC1=CC=CC=C1C2=C1CCN(CCC2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)CC1,197509-46-9
DB12800,CHF-6001,CS(=O)(=O)NC1=CC=C(C=C1OCC1CC1)C(=O)O[C@@H](CC1=C(Cl)C=[N+]([O-])C=C1Cl)C1=CC=C(OC(F)F)C(OCC2CC2)=C1,1239278-59-1
DB12802,Picropodophyllin,COC1=CC(=CC(OC)=C1OC)[C@H]1[C@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12,477-47-4
DB12803,Dichloroisoproterenol,CC(C)NCC(O)C1=CC=C(Cl)C(Cl)=C1,59-61-0
DB12804,Daniquidone,NC1=CC=C2N=C3N(CC2=C1)C(=O)C1=CC=CC=C31,67199-66-0
DB12805,Ataciguat,ClC1=CC=C(S1)S(=O)(=O)NC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,254877-67-3
DB12806,GSK-1004723,ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1,955359-72-5
DB12807,Naptumomab estafenatox,,676258-98-3
DB12808,Trifarotene,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,895542-09-3
DB12809,BK-MDA,CC(N)C(=O)C1=CC=C2OCOC2=C1,80535-73-5
DB12810,AN-2718,OB1OCC2=CC(Cl)=CC=C12,174672-06-1
DB12812,Palomid 529,COC1=CC=C(COC2=C(OC)C=C3C(OC(=O)C4=CC(=CC=C34)C(C)O)=C2)C=C1,914913-88-5
DB12813,Radium Ra-223,[223Ra],15623-45-7
DB12814,Cepeginterferon alfa-2B,,1192706-52-7
DB12815,Crotedumab,,1452387-69-7
DB12816,Terpinen-4-ol,CC(C)C1(O)CCC(C)=CC1,562-74-3
DB12817,Zoliflodacin,[H][C@]12[C@H](C)O[C@H](C)CN1C1=C(CC22C(=O)NC(=O)NC2=O)C=C2C(ON=C2N2[C@@H](C)COC2=O)=C1F,1620458-09-4
DB12818,NM-3,COC1=CC(O)=C2C(=O)OC(=CC2=C1)C(C)C(O)=O,181427-78-1
DB12819,GSI-136,CCC(CC)[C@@H](CO)NS(=O)(=O)C1=CC=C(Cl)S1,443989-01-3
DB12820,Concizumab,,1312299-39-0
DB12821,Perflubutane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,355-25-9
DB12822,Pancreatic Polypeptide,,59763-91-6
DB12823,Tecarfarin,CC(OC(=O)C1=CC=C(CC2=C(O)C3=CC=CC=C3OC2=O)C=C1)(C(F)(F)F)C(F)(F)F,867257-26-9
DB12824,Monalizumab,,1228763-95-8
DB12825,Lefamulin,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,1061337-51-6
DB12826,Depatuxizumab,,1471999-69-5
DB12827,Indoximod,CN1C=C(C[C@@H](N)C(O)=O)C2=CC=CC=C12,110117-83-4
DB12829,Amithiozone,CC(=O)NC1=CC=C(\C=N\NC(N)=S)C=C1,104-06-3
DB12830,Cebranopadol,CN(C)[C@]1(CC[C@@]2(CC1)OCCC1=C2NC2=CC=C(F)C=C12)C1=CC=CC=C1,863513-91-1
DB12831,Gabexate,CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1,39492-01-8
DB12832,Prednimustine,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCC3=CC=C(C=C3)N(CCCl)CCCl)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,29069-24-7
DB12833,Tandospirone,[H][C@]12CC[C@]([H])(C1)[C@]1([H])C(=O)N(CCCCN3CCN(CC3)C3=NC=CC=N3)C(=O)[C@]21[H],87760-53-0
DB12834,Secnidazole,CC(O)CN1C(C)=NC=C1N(=O)=O,3366-95-8
DB12835,Olipudase alfa,,927883-84-9
DB12836,Grapiprant,CCC1=NC2=C(C)N=C(C)C=C2N1C1=CC=C(CCNC(=O)NS(=O)(=O)C2=CC=C(C)C=C2)C=C1,415903-37-6
DB12837,UK-500001,CC1=CC(C(=O)N[C@H]2CC[C@H](CC2)NC(=O)C2=C(OC3=CC(F)=C(F)C=C3)N=CC(F)=C2)=C(O)C=C1,582332-31-8
DB12838,Tetrasul,ClC1=CC=C(SC2=C(Cl)C=C(Cl)C(Cl)=C2)C=C1,2227-13-6
DB12839,Pegvaliase,,1585984-95-7
DB12840,Pirnabine,CC1CCC2=C(C1)C1=C(OC2(C)C)C=C(C)C=C1OC(C)=O,19825-63-9
DB12841,Glial growth factor 2,,195009-21-3
DB12842,Pegamotecan,,581079-18-7
DB12843,Oleandrin,CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)C2)O[C@@H](C)[C@@H]1O,465-16-7
DB12844,Rontalizumab,,948570-30-7
DB12845,Amatuximab,,931402-35-6
DB12846,Reproterol,CN1C2=C(N(CCCNCC(O)C3=CC(O)=CC(O)=C3)C=N2)C(=O)N(C)C1=O,54063-54-6
DB12847,Pyroxamide,ONC(=O)CCCCCCC(=O)NC1=CN=CC=C1,382180-17-8
DB12848,PF-04217903,OCCN1C=C(C=N1)C1=CN=C2N=NN(CC3=CC4=CC=CN=C4C=C3)C2=N1,956905-27-4
DB12849,Clazakizumab,,1236278-28-6
DB12850,Etalocib,CCCC1=C(OCCCOC2=CC(O)=C(C=C2CC)C2=CC=C(F)C=C2)C=CC=C1OC1=CC=CC=C1C(O)=O,161172-51-6
DB12851,Miravirsen,,1072874-90-8
DB12852,MK-0752,OC(=O)CC[C@H]1CC[C@@](CC1)(C1=C(F)C=CC(F)=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,471905-41-6
DB12853,DA-6886,COC1=CC(N)=C(Cl)C=C1C(=O)NCC1CCN(CCCN2C=CN=N2)CC1,1342815-16-0
DB12854,BMS-908662,COC(=O)NC1=NC2=CC(=CC=C2N1)C1(O)N(C(=O)C2=CC=CC=C12)C1=CC(Cl)=CC=C1C,870603-16-0
DB12855,Apricitabine,NC1=NC(=O)N(C=C1)[C@H]1CO[C@@H](CO)S1,160707-69-7
DB12856,Timonacic,OC(=O)C1CSCN1,444-27-9
DB12857,NVP-LEQ-506,C[C@@H]1CN(CCN1C1=CN=C(C=N1)C(C)(C)O)C1=NN=C(CC2=CC=CC=C2)C(C)=C1C,1204975-42-7
DB12858,LY-377604,CC(C)(CC1=CC=C(OC2=CC=C(C=N2)C(N)=O)C=C1)NC[C@H](O)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,204592-94-9
DB12859,Tantalum,[Ta],7440-25-7
DB12860,Actinium,[Ac],7440-34-8
DB12861,Rimeporide,CC1=CC(=C(C=C1C(=O)NC(N)=N)S(C)(=O)=O)S(C)(=O)=O,187870-78-6
DB12862,Glucose oxidase,,9001-37-0
DB12863,Sivelestat,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O,127373-66-4
DB12864,Melarsoprol,NC1=NC(NC2=CC=C(C=C2)[As]2SCC(CO)S2)=NC(N)=N1,494-79-1
DB12865,Etelcalcetide,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,1262780-97-1
DB12866,Pradigastat,OC(=O)C[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C1=NC=C(NC2=CN=C(C=C2)C(F)(F)F)C=C1,956136-95-1
DB12867,Benperidol,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,2062-84-2
DB12868,Intoplicine,CN(C)CCCNC1=NC=C(C)C2=C1C1=C(N2)C=CC2=CC(O)=CC=C12,125974-72-3
DB12869,Eliprodil,OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,119431-25-3
DB12870,Buthionine sulfoximine,CCCCS(=N)(=O)CCC(N)C(O)=O,5072-26-4
DB12871,Burlulipase,,1261982-91-5
DB12872,Vonicog alfa,,109319-16-6
DB12873,Dianhydrogalactitol,O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1,23261-20-3
DB12874,Quizartinib,CC(C)(C)C1=CC(NC(=O)NC2=CC=C(C=C2)C2=CN3C(SC4=C3C=CC(OCCN3CCOCC3)=C4)=N2)=NO1,950769-58-1
DB12875,Mavatrep,CC(C)(O)C1=CC=CC=C1C1=CC=C2N=C(NC2=C1)\C=C\C1=CC=C(C=C1)C(F)(F)F,956274-94-5
DB12876,GS-9256,COC1=C(Cl)C2=NC(=CC(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCCCC[C@@H]3C[C@]3(NC4=O)P(O)(=O)CC3=C(F)C=CC=C3F)NC(=O)OC3CCCC3)=C2C=C1)C1=CSC(NC(C)C)=N1,1001094-46-7
DB12877,Oxatomide,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,60607-34-3
DB01373,Calcium,,
DB12877,Oxatomide,,
DB12878,AV-101,N[C@@H](CC(=O)C1=C(N)C=C(Cl)C=C1)C(O)=O,153152-32-0
DB12879,Omigapil,CN(CC#C)CC1=CC2=CC=CC=C2OC2=CC=CC=C12,181296-84-4
DB12880,Interleukin-10,,
DB12881,Indole-3-carbinol,OCC1=CNC2=CC=CC=C12,700-06-1
DB12882,Ombrabulin,COC1=CC=C(\C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1NC(=O)[C@@H](N)CO,181816-48-8
DB12883,Eltoprazine,C1CN(CCN1)C1=C2OCCOC2=CC=C1,98224-03-4
DB12884,Lavoltidine,CN1N=C(CO)N=C1NCCCOC1=CC=CC(CN2CCCCC2)=C1,76956-02-0
DB12885,Namodenoson,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(NCC3=CC=CC(I)=C3)N=C(Cl)N=C12,163042-96-4
DB12886,GSK-1521498,FC1=CC(=CC(F)=C1CNC1CC2=CC=CC=C2C1)C1=CC=CC(=C1)C1=NNC=N1,1007573-18-3
DB12887,Tazemetostat,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,1403254-99-8
DB12888,Ezutromid,CCS(=O)(=O)C1=CC=C2OC(=NC2=C1)C1=CC=C2C=CC=CC2=C1,945531-77-1
DB12889,Velneperit,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@@H](CC1)C(=O)NC1=NC=C(C=C1)C(F)(F)F,342577-38-2
DB12890,Dihydrexidine,OC1=C(O)C=C2[C@H]3[C@H](CCC2=C1)NCC1=CC=CC=C31,123039-93-0
DB12891,Ozanezumab,,1310680-64-8
DB12892,MGB-BP-3,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC=C(\C=C\C4=CN=C5C=CC=CC5=C4)C=C3)=CN2C)C=C1C(=O)NCCN1CCOCC1,1000277-08-6
DB12893,Sacituzumab govitecan,,1491917-83-9
DB12894,Raluridine,OC[C@H]1O[C@H](C[C@@H]1F)N1C=C(Cl)C(=O)NC1=O,119644-22-3
DB12895,Olitigaltin,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)N2C=C(N=N2)C2=CC=CC(F)=C2)[C@H](O)[C@H]([C@H]1O)N1C=C(N=N1)C1=CC(F)=CC=C1,1450824-22-2
DB12896,PSI-352938,CCOC1=C2N=CN([C@@H]3O[C@@H]4CO[P@@](=O)(OC(C)C)O[C@H]4[C@@]3(C)F)C2=NC(N)=N1,1199809-32-9
DB12897,MK-7622,CC1=CC=C(CC2=CC3=C(N=CN([C@H]4CCCC[C@@H]4O)C3=O)C3=CC=CC=C23)C=N1,1227923-29-6
DB12898,Calcitonin eel,,57014-02-5
DB12899,TT-301,C1CN(CCN1C1=NC=CC=N1)C1=C(C=C(N=N1)C1=CC=CC=C1)C1=CC=NC=C1,886208-76-0
DB12900,Irdabisant,C[C@@H]1CCCN1CCCOC1=CC=C(C=C1)C1=NNC(=O)C=C1,1005402-19-6
DB12901,Fiacitabine,NC1=NC(=O)N(C=C1I)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,69123-90-6
DB12902,Trofosfamide,ClCCN(CCCl)P1(=O)OCCCN1CCCl,22089-22-1
DB12903,DEBIO-1347,CC1=NC2=CC=C(C=C2N1)N1N=CC(C(=O)C2=CC3=CC=CC=C3N2)=C1N,1265229-25-1
DB12904,ZSTK-474,FC(F)C1=NC2=CC=CC=C2N1C1=NC(=NC(=N1)N1CCOCC1)N1CCOCC1,475110-96-4
DB12905,Samarium Sm-153,[153Sm],15766-00-4
DB12906,LY-2334737,CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,892128-60-8
DB12907,Mannose,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)C=O,3458-28-4
DB12908,Denenicokin,,716840-32-3
DB12909,Factor XIII (human),,9013-56-3
DB12910,Emicerfont,COC1=CC=C(N2CCC3=C2N=C(C)C=C3N2C=CC(=N2)N2CCNC2=O)C(C)=C1,786701-13-1
DB12911,Nicoboxil,CCCCOCCOC(=O)C1=CN=CC=C1,13912-80-6
DB12912,Nolatrexed,CC1=CC=C2N=C(N)NC(=O)C2=C1SC1=CC=NC=C1,147149-76-6
DB12914,Resmetirom,CC(C)C1=CC(OC2=C(Cl)C=C(C=C2Cl)N2N=C(C#N)C(=O)NC2=O)=NNC1=O,920509-32-6
DB12915,Corticorelin acetate,,1312542-61-2
DB12916,Mitolactol,O[C@@H](CBr)[C@@H](O)[C@@H](O)[C@H](O)CBr,10318-26-0
DB12917,Bimekizumab,,1418205-77-2
DB12919,T-62,NC1=C(C(=O)C2=CC=C(Cl)C=C2)C2=C(CCCC2)S1,40312-34-3
DB12920,Pinometostat,[H][C@]1(CCC2=NC3=C(N2)C=C(C=C3)C(C)(C)C)C[C@]([H])(C1)N(C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(C)C,1380288-87-8
DB12921,Chlorsulfaquinoxaline,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC2=CC=CC(Cl)=C2N=C1,97919-22-7
DB12923,Gallopamil,COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C,16662-47-8
DB12924,Ozenoxacin,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O,245765-41-7
DB12925,Crolibulin,COC1=CC(=CC(Br)=C1OC)[C@@H]1C2=CC=C(N)C(N)=C2OC(N)=C1C#N,1000852-17-4
DB12926,Cafedrine,C[C@H](NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C)[C@H](O)C1=CC=CC=C1,58166-83-9
DB12927,Theodrenaline,CN1C2=C(N(CCNCC(O)C3=CC(O)=C(O)C=C3)C=N2)C(=O)N(C)C1=O,13460-98-5
DB12928,GET-73,COCCCC(=O)NCC1=CC=C(C=C1)C(F)(F)F,202402-01-5
DB12929,JNJ-39220675,FC1=CC=C(OC2=CC=C(C=N2)C(=O)N2CCCN(CC2)C2CCC2)C=C1,959740-39-7
