DrugBank_ID,Name,SMILES,CAS_Number,MolecularWeight,LogP,NumHDonors,NumHAcceptors
DB15442,Trilaciclib,CN1CCN(CC1)C1=CN=C(NC2=NC3=C(C=C4N3C3(CCCCC3)CNC4=O)C=N2)C=C1,1374743-00-6,446.5590000000003,2.7245,2,8
DB15444,Elexacaftor,C[C@@H]1CN(C2=NC(=CC=C2C(=O)NS(=O)(=O)C2=CN(C)N=C2C)N2C=CC(OCC(C)(C)C(F)(F)F)=N2)C(C)(C)C1,2216712-66-0,597.664,4.020020000000003,1,10
DB15445,Iodohippuric acid,OC(=O)CNC(=O)C1=CC=CC=C1I,147-58-0,305.071,1.1055999999999995,2,2
DB15446,Vidofludimus,COC1=CC(=CC=C1)C1=CC=C(NC(=O)C2=C(CCC2)C(O)=O)C(F)=C1,717824-30-1,355.36500000000007,4.004900000000002,2,3
DB15447,Setogepram,CCCCCC1=CC(CC(O)=O)=CC=C1,1002101-19-0,206.285,3.046400000000001,1,1
DB15448,Acumapimod,CC1=CC=C(C=C1N1N=CC(C(=O)C2=CC=CC(=C2)C#N)=C1N)C(=O)NC1CC1,836683-15-9,385.4270000000002,2.7578000000000005,2,6
DB15449,Citarinostat,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,1316215-12-9,467.9570000000001,4.785500000000003,3,6
DB15450,PF-05105679,C[C@@H](N(CC1=CC(=CC=C1)C(O)=O)C(=O)C1=CC2=C(C=CC=C2)N=C1)C1=CC=C(F)C=C1,1398583-31-7,428.463,5.475700000000003,1,3
DB15456,Vericiguat,COC(=O)NC1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=C(F)C=N2,1350653-20-1,426.38700000000006,2.5575,3,9
DB15457,Snubh-nm-333 F-18,CNC1=CC=C(C=C1)C1=NC2=C(S1)C=C([18F])C=C2,1226795-18-1,257.32393799999994,4.144100000000002,1,3
DB15458,Norleucine,CCCC[C@H](N)C(O)=O,327-57-1,131.17499999999998,0.5884999999999998,2,2
DB15460,AGG-523,CC(C)(CC1=CC=C(F)C=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,920289-29-8,476.5480000000002,4.593400000000003,3,3
DB15462,Fucoxanthin,CC(=O)O[C@H]1CC(C)(C)C(=[C@@]=C\C(C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)C(=O)C[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)[C@](C)(O)C1,3351-86-8,658.9200000000001,8.692200000000007,2,6
DB15463,Belzutifan,CS(=O)(=O)C1=CC=C(OC2=CC(=CC(F)=C2)C#N)C2=C1[C@H](O)[C@H](F)[C@@H]2F,1672668-24-4,383.34700000000004,3.2888800000000016,1,5
DB15464,Urolithin A,OC1=CC2=C(C=C1)C1=C(C=C(O)C=C1)C(=O)O2,1143-70-0,228.20299999999997,2.357400000000001,2,4
DB15465,Benzhydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC=C2OC(=O)C1=CC=CC=C1,1259440-61-3,403.47800000000007,3.7150000000000025,0,5
DB15466,Tallimustine,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC=C(C=C4)N(CCCl)CCCl)=CN3C)=CN2C)C=C1C(=O)NCCC(N)=N,115308-98-0,697.6279999999998,3.798870000000001,6,9
DB15467,Cinoxate,CCOCCOC(=O)\C=C\C1=CC=C(OC)C=C1,104-28-9,250.294,2.2881,0,4
DB15468,Iscotrizinol,CCCCC(CC)COC(=O)C1=CC=C(NC2=NC(NC3=CC=C(C=C3)C(=O)OCC(CC)CCCC)=NC(NC3=CC=C(C=C3)C(=O)NC(C)(C)C)=N2)C=C1,154702-15-5,766.0000000000001,10.377099999999997,4,11
DB15469,Octyl triazone,[H]N(C1=CC=C(C=C1)C(=O)OCC(CC)CCCC)C1=NC(=NC(=N1)N([H])C1=CC=C(C=C1)C(=O)OCC(CC)CCCC)N([H])C1=CC=C(C=C1)C(=O)OCC(CC)CCCC,88122-99-0,823.0919999999995,12.221999999999984,3,12
DB15477,Alloin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1C2=CC=CC(O)=C2C(=O)C2=C1C=C(CO)C=C2O,8015-61-0,418.39800000000025,-0.8912000000000004,7,9
DB15479,Zirconium chloride hydroxide,O[Zr]Cl,10119-31-0,143.68400000000003,0.13,1,1
DB15480,Resorcinol monoacetate,CC(=O)OC1=CC(O)=CC=C1,102-29-4,152.149,1.3175,1,3
DB15488,Echinacoside,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC(O)=C(O)C=C3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,82854-37-3,786.7330000000005,-3.191699999999994,12,20
DB15489,Mexazolam,CC1COC2(N1CC(O)=NC1=C2C=C(Cl)C=C1)C1=CC=CC=C1Cl,31868-18-5,363.244,4.5168000000000035,1,3
DB15490,Zuranolone,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@](C)(O)CC[C@]4([H])[C@@]3([H])CC[C@]12C)C(=O)CN1C=C(C=N1)C#N,1632051-40-1,409.5740000000002,4.3436800000000035,1,5
DB15491,Oxazolam,CC1CN2CC(=O)NC3=C(C=C(Cl)C=C3)C2(O1)C1=CC=CC=C1,24143-17-7,328.79900000000004,3.2139000000000015,1,3
DB15492,Eticlopride,CCN1CCC[C@H]1CNC(=O)C1=C(O)C(CC)=CC(Cl)=C1OC,84226-12-0,340.8510000000001,2.830700000000001,2,4
DB15493,Cambinol,OC1=C(CC2=C(NC(=S)NC2=O)C2=CC=CC=C2)C2=CC=CC=C2C=C1,14513-15-6,360.4380000000001,4.549090000000002,3,3
DB15494,Edotreotide gallium Ga-68,[68Ga+3].C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,2101630-92-4,1486.5689800999999,-7.851800000000024,14,25
DB15495,Rocaglamide,COC1=CC=C(C=C1)[C@@]12OC3=C(C(OC)=CC(OC)=C3)[C@]1(O)[C@H](O)[C@@H]([C@H]2C1=CC=CC=C1)C(=O)N(C)C,84573-16-0,505.5670000000001,3.050600000000001,2,7
DB15496,Didesmethylrocaglamide,COC1=CC=C(C=C1)[C@@]12OC3=CC(OC)=CC(OC)=C3[C@]1(O)[C@H](O)[C@@H]([C@H]2C1=CC=CC=C1)C(N)=O,,477.51300000000015,2.4476999999999993,3,7
DB15498,BOS172722,CCOC1=CC(=CC=C1NC1=NC=C2C=C(C)N=C(NCC(C)(C)C)C2=N1)C1=NN=CN1C,1578245-44-9,446.5590000000002,4.729020000000003,2,9
DB15499,Cerdulatinib,CCS(=O)(=O)N1CCN(CC1)C1=CC=C(NC2=NC=C(C(N)=O)C(NC3CC3)=N2)C=C1,1198300-79-6,445.5490000000002,1.3651,3,8
DB15527,Umirolimus,[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](OCCOCC)[C@@H](C1)OC,851536-75-9,986.2939999999995,7.2414000000000085,2,14
DB15532,Madecassoside,[H][C@@]1(O[C@@H]2[C@@H](CO)O[C@@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CC[C@@H](C)[C@H](C)[C@@]4([H])C4=CC[C@]6([H])[C@@]7(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@]7([H])[C@H](O)C[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,34540-22-2,975.1320000000005,-2.0619999999999896,13,20
DB15533,Calcium sulfate,[Ca++].[O-]S([O-])(=O)=O,7778-18-9,136.141,-1.7187999999999999,0,4
DB15534,Colchiceine,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C23)=C1,477-27-0,385.41600000000005,2.568600000000001,2,6
DB15535,Cuprous chloride,Cl[Cu],7758-89-6,98.999,0.687,0,0
DB15536,Ferric chloride,Cl[Fe](Cl)Cl,7705-08-0,162.204,2.066,0,0
DB15550,Pradefovir,NC1=NC=NC2=C1N=CN2CCOC[P@@]1(=O)OCC[C@H](O1)C1=CC=CC(Cl)=C1,625095-60-5,423.79700000000014,3.407300000000002,1,9
DB15551,Leptazoline A,C[C@@H]1OC(=N[C@H]1[C@H](O)CC(O)=O)C1=CC(Cl)=CC=C1O,,299.71,1.4150999999999996,3,5
DB15552,Leptazoline B,C[C@@H]1OC(=N[C@H]1[C@H](O)[C@H](O)C(=O)NC(CO)CO)C1=CC(Cl)=CC=C1O,,388.8040000000001,-1.2293,6,8
DB15553,Leptazoline C,C[C@@H]1OC(=N[C@H]1[C@H](O)CC(O)=O)C1=CC=CC=C1O,,265.265,0.7616999999999996,3,5
DB15554,Leptazoline D,C[C@@H]1OC(=N[C@H]1[C@H](O)[C@H](O)C(=O)NC(CO)CO)C1=CC=CC=C1O,,354.35900000000004,-1.8826999999999994,6,8
DB15555,Magnesium malate,[Mg++].OC(CC([O-])=O)C([O-])=O,869-06-7,156.376,-4.143599999999998,1,5
DB15556,Zinc glycinate citrate,[Zn++].NCC([O-])=O.NCC([O-])=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,955009-96-8,405.6310000000002,-5.860999999999995,6,10
DB15557,"24-Homo-1,25-dihydroxyvitamin D3",[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CCCCC(C)(C)O,103656-40-2,430.67300000000034,6.094800000000007,3,3
DB15565,Cilazaprilat,OC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,90139-06-3,389.4520000000002,1.1170000000000004,3,5
DB15566,Prednisolone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,52-21-1,402.4870000000002,2.1284,2,6
DB15568,Adagrasib,[H][C@@]1(COC2=NC3=C(CCN(C3)C3=CC=CC4=C3C(Cl)=CC=C4)C(=N2)N2CCN(C(=O)C(F)=C)[C@@]([H])(CC#N)C2)CCCN1C,2326521-71-3,604.1299999999999,4.732980000000004,0,8
DB15569,Sotorasib,CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,2252403-56-6,560.6050000000004,4.481420000000005,1,8
DB15571,(12R)-12-hydroxyeicosapentaenoic acid,CC\C=C/C\C=C/C[C@@H](O)\C=C\C=C/C\C=C/CCCC(O)=O,109430-12-8,318.4570000000001,4.963500000000004,2,2
DB15573,alpha-Pinene,CC1=CCC2CC1C2(C)C,80-56-8,136.238,2.9987000000000013,0,0
DB15574,beta-Pinene,CC1(C)C2CC1C(=C)CC2,127-91-3,136.238,2.9987000000000013,0,0
DB15575,Padeliporfin,[Pd++].[H][C@]1(C)\C2=C\C3=C(C(C)=O)C(C)=C([N-]3)\C=C3/N=C(/C(/CC(=O)OC)=C4\[N-]\C(=C/C(=N2)[C@]1([H])CC)C(C)=C4C(=O)NCCS(O)(=O)=O)[C@@]([H])(CCC(O)=O)[C@]3([H])C,759457-82-4,840.264,4.772440000000003,3,9
DB15576,Ethyl salicylate,CCOC(=O)C1=CC=CC=C1O,118-61-6,166.176,1.5688999999999997,1,3
DB15578,Desfesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=CC(CO)=CC=C1O)C(C)C,207679-81-0,341.49500000000006,4.525300000000004,2,3
DB15579,Cryptotanshinone,C[C@H]1COC2=C1C(=O)C(=O)C1=C2C=CC2=C1CCCC2(C)C,35825-57-1,296.366,3.4433000000000025,0,3
DB15580,Climbazole,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1,38083-17-9,292.766,3.729300000000002,0,4
DB15581,Chrysin,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1,480-40-0,254.24099999999999,2.871200000000001,2,4
DB15582,Echinomycin,CSC1SC[C@@H]2N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1N(C)C(=O)[C@H](C)NC(=O)[C@@H](COC(=O)[C@H](C(C)C)N(C)C2=O)NC(=O)C1=NC2=C(C=CC=C2)N=C1)NC(=O)C1=NC2=C(C=CC=C2)N=C1,512-64-1,1101.2789999999998,0.6353000000000155,4,18
DB15583,Fluazuron,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C(OC2=NC=C(C=C2Cl)C(F)(F)F)=C1,86811-58-7,506.21400000000017,6.439600000000003,2,4
DB15584,Luteolin,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C(O)=C1,491-70-3,286.239,2.2824,4,6
DB15585,ORG-31710,[H][C@@]12CC[C@@]3(CCCO3)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3[C@H](C)C[C@@]21[H],118968-41-5,445.64700000000033,6.447300000000007,0,3
DB15586,Patulin,OC1OCC=C2OC(=O)C=C12,149-29-1,154.12099999999998,-0.29790000000000005,1,4
DB15587,Antimony potassium tartrate,O.O.O.[K+].[K+].[Sb+3].[Sb+3].[O-][C@H]([C@@H]([O-])C([O-])=O)C([O-])=O.[O-][C@H]([C@@H]([O-])C([O-])=O)C([O-])=O,28300-74-5,667.8690000000003,-21.339700000000008,0,12
DB15588,Ursolic acid,[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,77-52-1,456.7110000000003,7.089500000000008,2,2
DB15589,Zingerone,COC1=CC(CCC(C)=O)=CC=C1O,122-48-5,194.23000000000002,1.9224,1,3
DB15590,beta-Apopicropodophyllin,COC1=CC(=CC(OC)=C1OC)[C@H]1C2=C(COC2=O)CC2=C1C=C1OCOC1=C2,477-52-1,396.3950000000002,2.982500000000001,0,7
DB15594,Brilliant blue G,[Na+].CCOC1=CC=C(NC2=CC=C(C=C2)C(=C2\C=C/C(/C=C2C)=[N+](/CC)CC2=CC(=CC=C2)S([O-])(=O)=O)\C2=C(C)C=C(C=C2)N(CC)CC2=CC(=CC=C2)S([O-])(=O)=O)C=C1,6104-58-1,854.039,5.967620000000007,1,9
DB15596,Aminopromazine,CN(C)CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C,58-37-7,327.49700000000007,3.781100000000002,0,4
DB15597,Aminopentamide,CC(CC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)N(C)C,60-46-8,296.4140000000001,2.7982000000000014,1,2
DB15598,Ferric maltol,[Fe+3].CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1.CC1=C([O-])C(=O)C=CO1,33725-54-1,431.15400000000017,0.06295999999999968,0,9
DB15601,NNZ-2591,C=CC[C@@]12CCCN1C(=O)CNC2=O,847952-38-9,194.23399999999998,0.053499999999999936,1,2
DB15609,JPC-3210,CC(C)(C)NCC1=C(O)C(=CC(=C1)C(C)(C)C)C1=CN=C(C(F)=C1)C(F)(F)F,1609655-35-7,398.444,5.797700000000004,2,3
DB15610,(4-(trifluoromethoxy)phenyl)urea,NC(=O)NC1=CC=C(OC(F)(F)F)C=C1,82971-90-2,220.14999999999995,2.0758,2,2
DB15614,Previtamin D(3),[H][C@@]1(CC[C@@]2([H])C(\C=C/C3=C(C)CC[C@H](O)C3)=CCC[C@]12C)[C@H](C)CCCC(C)C,1173-13-3,384.6480000000002,7.619000000000009,1,1
DB15617,Ferric derisomaltose,[Fe+3].OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,1345510-43-1,562.2990000000003,-7.939499999999988,12,16
DB15618,"(5E,7E,9)-decatrien-2-one",CC(=O)CC\C=C/C=C/C=C,,150.22099999999998,2.654000000000001,0,1
DB15619,"(5Z,7E,9)-decatrien-2-one",CC(=O)CC\C=C\C=C\C=C,,150.22099999999998,2.654000000000001,0,1
DB15622,Triazavirin,CSC1=NN2C(NN=C(C2=O)[N+]([O-])=O)=N1,123606-06-4,228.19299999999998,-0.5573000000000004,1,8
DB15623,TMC-310911,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C2N=C(NC3CCN(CC3)C3CCCC3)SC2=C1,1000287-05-7,756.0039999999996,5.221700000000004,3,11
DB15624,Halicin,NC1=NN=C(SC2=NC=C(S2)[N+]([O-])=O)S1,40045-50-9,261.313,1.6361999999999999,1,9
DB15630,Glumetinib,CN1C=C(C=N1)C1=CN2C(C=C1)=NC=C2S(=O)(=O)N1N=CC2=NC=C(C=C12)C1=CN(C)N=C1,1642581-63-2,459.4950000000002,2.117,0,11
DB15636,Zilucoplan,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CNC2=NC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)N(C)C(=O)[C@@H]1CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N1)C(C)(C)C)C1CCCCC1)C(O)=O)C(O)=O,1841136-73-9,3562.228999999989,3.9318700000001217,28,52
DB15637,Fluzoparib,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN2N=C(N=C2C1)C(F)(F)F,1358715-18-0,472.40200000000027,2.9193000000000007,1,6
DB15638,Brensocatib,CN1C(=O)OC2=CC=C(C=C12)C1=CC=C(C[C@H](NC(=O)[C@@H]2CNCCCO2)C#N)C=C1,1802148-05-5,420.4690000000002,1.7278799999999992,2,7
DB15639,AMG-337,COCCOC1=CC2=C(C=CN([C@H](C)C3=NN=C4N3C=C(C=C4F)C3=CN(C)N=C3)C2=O)N=C1,1173699-31-4,463.4730000000002,2.6133000000000006,0,10
DB15640,CDC-801,COC1=CC=C(C=C1OC1CCCC1)C(CC(N)=O)N1C(=O)C2=C(C=CC=C2)C1=O,192819-27-5,408.4540000000001,3.229300000000001,1,5
DB15641,Droloxifene,CC\C(=C(\C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC(O)=C1)C1=CC=CC=C1,82413-20-5,387.523,5.701700000000006,1,3
DB15642,Molidustat,O=C1N(NC=C1N1C=CN=N1)C1=NC=NC(=C1)N1CCOCC1,1154028-82-6,314.30900000000014,-0.6271000000000004,1,9
DB15643,N-(2-Aminoethyl)-1-aziridineethanamine,NCCNCCN1CC1,23435-23-6,129.207,-1.149699999999999,2,3
DB15644,Ochromycinone,C[C@@H]1CC(=O)C2=C3C(=O)C4=C(C(O)=CC=C4)C(=O)C3=CC=C2C1,28882-53-3,306.31700000000006,2.9326000000000008,1,4
DB15645,Dihydromyricetin,O[C@@H]1[C@H](OC2=C(C(O)=CC(O)=C2)C1=O)C1=CC(O)=C(O)C(O)=C1,27200-12-0,320.25300000000004,0.8918999999999995,6,8
DB15646,Fasitibant,CC1=NC2=C(C=CC=C2OCC2=C(Cl)C=CC(=C2Cl)S(=O)(=O)NC2(CCOCC2)C(=O)N2CCN(CC2)C(=O)[C@@H](N)CCC[N+](C)(C)C)C(C)=C1,869939-83-3,764.7969999999996,4.049440000000004,2,8
DB15647,Ketodarolutamide,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)=O,1297537-33-7,396.83800000000014,2.8193800000000007,2,6
DB15648,Calcium oxide,O=[Ca],1305-78-8,56.077000000000005,-0.49960000000000004,0,1
DB15651,Valomaciclovir stearate,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](N)C(C)C)CN1C=NC2=C1N=C(N)NC2=O,195156-77-5,618.864,6.039300000000004,3,10
DB15652,Ravidasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC(=CN1)C1=CC2=C(C=C1)C=C(C=C2)C1=CC2=C(NC(=N2)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)OC)C(C)C)C=C1,1242087-93-9,762.9119999999998,6.861400000000007,4,8
DB15653,Islatravir,NC1=NC(F)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@](CO)(O1)C#C,865363-93-5,293.25800000000004,-0.8083,3,8
DB15657,Ala-geninthiocin,C\C=C1/NC(=O)[C@@H](NC(=O)C2=CSC(=N2)C2=CC=C(N=C2C2=COC(=N2)C(=C)NC(=O)C(=C)NC(=O)C2=C(C)OC(=N2)C(=C)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)C2=COC1=N2)C(C)(C)O)C(=O)NC(=C)C(=O)N[C@@H](C)C(N)=O)[C@H](C)O,,1134.1149999999996,-0.3352799999999933,12,21
DB15658,"2-chloro-4,5-dimethylphenol",CC1=CC(O)=C(Cl)C=C1C,1124-04-5,156.612,2.662440000000001,1,1
DB15659,"alpha,alpha-Dibromo-D-camphor",CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2(Br)Br,514-12-5,310.029,3.4977000000000027,0,1
DB15660,N4-Hydroxycytidine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(NO)=NC1=O,3258-02-4,259.218,-2.3441,5,9
DB15661,Molnupiravir,CC(C)C(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C\C(NC1=O)=N\O,2349386-89-4,329.309,-1.7152999999999983,4,9
DB15662,Myristyl glyceryl ether,CCCCCCCCCCCCCCOCC(O)CO,1561-06-4,288.472,4.057300000000005,2,3
DB15664,Vitamin K7,CC1=CC(O)=C2C=CC=CC2=C1N,83-69-2,173.21499999999997,2.436019999999999,2,2
DB15665,SEP-363856,CNC[C@@H]1OCCC2=C1SC=C2,1310426-33-5,183.276,1.5813000000000001,1,3
DB15666,Iodopropynyl butylcarbamate,CCCCNC(=O)OCC#CI,55406-53-6,281.09299999999996,1.9086,1,2
DB15668,Silver oxide,[Ag]O[Ag],20667-12-3,231.73499999999999,-0.0734,0,1
DB15669,Fezolinetant,C[C@H]1N(CCN2C1=NN=C2C1=NC(C)=NS1)C(=O)C1=CC=C(F)C=C1,1629229-37-3,358.4020000000001,2.46112,0,7
DB15670,Gusacitinib,OC1CCN(CC1)C1=CC=C(NC2=C3C(=O)NN=CC3=NC(=N2)N2CCC(CC#N)CC2)C=C1,1425381-60-7,460.5420000000003,2.54788,3,9
DB15671,Besifovir,NC1=NC=C2N=CN(CC3(CC3)OCP(O)(O)=O)C2=N1,441785-25-7,299.227,0.09289999999999987,3,7
DB15672,Rilematovir,CS(=O)(=O)CCCN1C(CN2C(=O)N(CC(F)(F)F)C3=C2C=NC=C3)=CC2=C1C=CC(Cl)=C2,1383450-81-4,500.9300000000002,3.8514000000000026,0,7
DB15673,Lenacapavir,[H][C@]12C[C@@]1([H])C(F)(F)C1=C2C(=NN1CC(=O)N[C@@H](CC1=CC(F)=CC(F)=C1)C1=NC(=CC=C1C1=CC=C(Cl)C2=C1N(CC(F)(F)F)N=C2NS(C)(=O)=O)C#CC(C)(C)S(C)(=O)=O)C(F)(F)F,2189684-44-2,968.2959999999999,7.662800000000008,2,10
DB15674,Sisunatovir,NCC1=CC2=C(C=C1)N(CCCC(F)(F)F)C(CN1C(=O)C3(CC3)C3=C1C=C(F)C=C3)=N2,1903763-82-5,446.44800000000015,4.555000000000004,1,4
DB15675,Baloxavir,[H][C@@]12COCCN1C(=O)C1=C(O)C(=O)C=CN1N2[C@@H]1C2=C(SCC3=C1C=CC(F)=C3F)C=CC=C2,1985605-59-1,483.4960000000002,2.977500000000002,1,7
DB15678,Calcium undecylenate,[Ca++].[O-]C(=O)CCCCCCCCC=C.[O-]C(=O)CCCCCCCCC=C,1322-14-1,406.62000000000035,3.705400000000001,0,4
DB15679,Aluminum subacetate,CC(=O)O[Al](O)OC(C)=O,142-03-0,162.077,-0.9102000000000001,1,5
DB15684,"2,3-dichloro-5,6-dicyanobenzoquinone",ClC1=C(Cl)C(=O)C(C#N)=C(C#N)C1=O,84-58-2,227.00599999999997,1.17116,0,4
DB15685,Selpercatinib,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,2152628-33-4,525.6130000000003,3.2843800000000014,1,10
DB15686,GS-441524,NC1=NC=NN2C1=CC=C2[C@@]1(O[C@H](CO)[C@@H](O)[C@H]1O)C#N,1191237-69-0,291.267,-1.8567200000000001,4,9
DB15687,Tridecactide,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(O)=O,22006-64-0,1623.8610000000003,-4.114930000000001,23,22
DB15688,Zavegepant,CN1CCC(CC1)N1CCN(CC1)C(=O)[C@@H](CC1=CC2=C(NN=C2)C(C)=C1)NC(=O)N1CCC(CC1)C1=CC2=C(NC1=O)C=CC=C2,1337918-83-8,638.8170000000002,3.451520000000003,3,6
DB15690,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,94153-53-4,289.38093799999996,3.5572000000000026,2,2
DB15694,Cedazuridine,OC[C@H]1O[C@@H](N2CC[C@@H](O)NC2=O)C(F)(F)[C@@H]1O,1141397-80-9,268.216,-1.5665000000000002,4,5
